Element Name,Windows NT,Windows,Component,Component Version,Declaration Header,Include Header,Library,GUID,GUID Macro,Unicode,Element Type
phoneCallbackFunc,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 1.3 or later,Tapi.h,,,,,,callback function
LINEADDRCAPFLAGS_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEADDRESSMODE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEADDRESSSHARING_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEADDRESSSTATE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEADDRFEATURE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEAGENTFEATURE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEAGENTSESSIONSTATE_ Constants,Windows 2000 or later,Unsupported,TAPI2,TAPI 2.2 or later,Tapi.h,,,,,,constant
LINEAGENTSESSIONSTATUS_ Constants,Windows 2000 or later,Unsupported,TAPI2,TAPI 2.2 or later,Tapi.h,,,,,,constant
LINEAGENTSTATE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEAGENTSTATEEX_ Constants,Windows 2000 or later,Unsupported,TAPI2,TAPI 2.2 or later,Tapi.h,,,,,,constant
LINEAGENTSTATUS_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEAGENTSTATUSEX_ Constants,Windows 2000 or later,Unsupported,TAPI2,TAPI 2.2 or later,Tapi.h,,,,,,constant
LINEANSWERMODE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEBEARERMODE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINEBUSYMODE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLCOMPLCOND_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLCOMPLMODE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLFEATURE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLFEATURE2_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLHUBTRACKING_ Constants,Windows 2000 or later,Unsupported,TAPI2,TAPI 3.0 or later,Tapi.h,,,,,,constant
LINECALLINFOSTATE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLORIGIN_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLPARAMFLAGS_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLPARTYID_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
LINECALLPRIVILEGE_ Constants,Windows NT 4.0 SP3 or later,Windows 95 or later,TAPI2,TAPI 2.0 or later,Tapi.h,,,,,,constant
